osisRef,verseText,source,book,bookOrder,chapter,verse,chrono_txt,chrono_num,verseCount,text,handcoded.sentiment,deberta,deberta.hybrid
2Kgs.14.2,"He was twenty and five years old when he began to reign, and reigned twenty and nine years in Jerusalem. And his mother’s name was Jehoaddan of Jerusalem.",StrongOld,2 Kings,12,2,2,Iron Age,3,719,"He was twenty and five years old when he began to reign, and reigned twenty and nine years in Jerusalem. And his mother’s name was Jehoaddan of Jerusalem.",neutral,NA,neutral
2Kgs.15.2,"Sixteen years old was he when he began to reign, and he reigned two and fifty years in Jerusalem. And his mother’s name was Jecholiah of Jerusalem.",StrongOld,2 Kings,12,2,2,Iron Age,3,719,NA,NA,neutral,neutral
2Kgs.18.2,"Twenty and five years old was he when he began to reign; and he reigned twenty and nine years in Jerusalem. His mother’s name also was Abi, the daughter of Zachariah.",StrongOld,2 Kings,12,2,2,Iron Age,3,719,"Twenty and five years old was he when he began to reign; and he reigned twenty and nine years in Jerusalem. His mother’s name also was Abi, the daughter of Zachariah.",neutral,NA,neutral
2Kgs.19.2,"And he sent Eliakim, which was over the household, and Shebna the scribe, and the elders of the priests, covered with sackcloth, to Isaiah the prophet the son of Amoz.",StrongElders,2 Kings,12,2,2,Iron Age,3,719,"And he sent Eliakim, which was over the household, and Shebna the scribe, and the elders of the priests, covered with sackcloth, to Isaiah the prophet the son of Amoz.",neutral,NA,neutral
2Kgs.10.5,"And he that was over the house, and he that was over the city, the elders also, and the bringers up of the children, sent to Jehu, saying, We are thy servants, and will do all that thou shalt bid us; we will not make any king: do thou that which is good in thine eyes.",StrongElders,2 Kings,12,2,5,Iron Age,3,719,"And he that was over the house, and he that was over the city, the elders also, and the bringers up of the children, sent to Jehu, saying, We are thy servants, and will do all that thou shalt bid us; we will not make any king: do thou that which is good in thine eyes.",neutral,NA,neutral
2Kgs.4.14,"And he said, What then is to be done for her? And Gehazi answered, Verily she hath no child, and her husband is old.",StrongOld,2 Kings,12,2,14,Iron Age,3,719,NA,NA,negative,negative
2Kgs.8.17,Thirty and two years old was he when he began to reign; and he reigned eight years in Jerusalem.,StrongOld,2 Kings,12,2,17,Iron Age,3,719,Thirty and two years old was he when he began to reign; and he reigned eight years in Jerusalem.,neutral,NA,neutral
2Kgs.6.32,"But Elisha sat in his house, and the elders sat with him; and the king sent a man from before him: but ere the messenger came to him, he said to the elders, See ye how this son of a murderer hath sent to take away mine head? look, when the messenger cometh, shut the door, and hold him fast at the door: is not the sound of his master’s feet behind him?",StrongElders,2 Kings,12,2,32,Iron Age,3,719,"But Elisha sat in his house, and the elders sat with him; and the king sent a man from before him: but ere the messenger came to him, he said to the elders, See ye how this son of a murderer hath sent to take away mine head? look, when the messenger cometh, shut the door, and hold him fast at the door: is not the sound of his master’s feet behind him?",negative,NA,negative
2Kgs.15.33,"Five and twenty years old was he when he began to reign, and he reigned sixteen years in Jerusalem. And his mother’s name was Jerusha, the daughter of Zadok.",StrongOld,2 Kings,12,2,33,Iron Age,3,719,NA,NA,neutral,neutral
1Chr.23.1,"So when David was old and full of days, he made Solomon his son king over Israel.",StrongOld,1 Chronicles,13,1,1,Iron Age,3,942,"So when David was old and full of days, he made Solomon his son king over Israel.",positive,NA,positive
1Chr.11.3,"Therefore came all the elders of Israel to the king to Hebron; and David made a covenant with them in Hebron before the LORD; and they anointed David king over Israel, according to the word of the LORD by Samuel.",StrongElders,1 Chronicles,13,1,3,Iron Age,3,942,"Therefore came all the elders of Israel to the king to Hebron; and David made a covenant with them in Hebron before the LORD; and they anointed David king over Israel, according to the word of the LORD by Samuel.",neutral,NA,neutral
1Chr.21.16,"And David lifted up his eyes, and saw the angel of the LORD stand between the earth and the heaven, having a drawn sword in his hand stretched out over Jerusalem. Then David and the elders of Israel, who were clothed in sackcloth, fell upon their faces.",StrongElders,1 Chronicles,13,1,16,Iron Age,3,942,"And David lifted up his eyes, and saw the angel of the LORD stand between the earth and the heaven, having a drawn sword in his hand stretched out over Jerusalem. Then David and the elders of Israel, who were clothed in sackcloth, fell upon their faces.",neutral,NA,neutral
1Chr.2.21,"And afterward Hezron went in to the daughter of Machir the father of Gilead, whom he married when he was threescore years old; and she bare him Segub.",StrongOld,1 Chronicles,13,1,21,Iron Age,3,942,NA,NA,neutral,neutral
1Chr.15.25,"So David, and the elders of Israel, and the captains over thousands, went to bring up the ark of the covenant of the LORD out of the house of Obededom with joy.",StrongElders,1 Chronicles,13,1,25,Iron Age,3,942,NA,NA,neutral,neutral
1Chr.29.28,"And he died in a good old age, full of days, riches, and honour: and Solomon his son reigned in his stead.",StrongOld,1 Chronicles,13,1,28,Iron Age,3,942,"And he died in a good old age, full of days, riches, and honour: and Solomon his son reigned in his stead.",positive,NA,positive
2Chr.24.1,"Joash was seven years old when he began to reign, and he reigned forty years in Jerusalem. His mother’s name also was Zibiah of Beersheba.",StrongOld,2 Chronicles,14,2,1,Iron Age,3,822,NA,NA,neutral,neutral
2Chr.25.1,"Amaziah was twenty and five years old when he began to reign, and he reigned twenty and nine years in Jerusalem. And his mother’s name was Jehoaddan of Jerusalem.",StrongOld,2 Chronicles,14,2,1,Iron Age,3,822,NA,NA,neutral,neutral
2Chr.27.1,"Jotham was twenty and five years old when he began to reign, and he reigned sixteen years in Jerusalem. His mother’s name also was Jerushah, the daughter of Zadok.",StrongOld,2 Chronicles,14,2,1,Iron Age,3,822,NA,NA,neutral,neutral
2Chr.29.1,"Hezekiah began to reign when he was five and twenty years old, and he reigned nine and twenty years in Jerusalem. And his mother’s name was Abijah, the daughter of Zechariah.",StrongOld,2 Chronicles,14,2,1,Iron Age,3,822,NA,NA,neutral,neutral
2Chr.33.1,"Manasseh was twelve years old when he began to reign, and he reigned fifty and five years in Jerusalem:",StrongOld,2 Chronicles,14,2,1,Iron Age,3,822,"Manasseh was twelve years old when he began to reign, and he reigned fifty and five years in Jerusalem:",neutral,NA,neutral
2Chr.22.2,"Forty and two years old was Ahaziah when he began to reign, and he reigned one year in Jerusalem. His mother’s name also was Athaliah the daughter of Omri.",StrongOld,2 Chronicles,14,2,2,Iron Age,3,822,NA,NA,neutral,neutral
2Chr.5.2,"Then Solomon assembled the elders of Israel, and all the heads of the tribes, the chief of the fathers of the children of Israel, unto Jerusalem, to bring up the ark of the covenant of the LORD out of the city of David, which is Zion.",StrongElders,2 Chronicles,14,2,2,Iron Age,3,822,"Then Solomon assembled the elders of Israel, and all the heads of the tribes, the chief of the fathers of the children of Israel, unto Jerusalem, to bring up the ark of the covenant of the LORD out of the city of David, which is Zion.",neutral,NA,neutral
2Chr.26.3,"Sixteen years old was Uzziah when he began to reign, and he reigned fifty and two years in Jerusalem. His mother’s name also was Jecoliah of Jerusalem.",StrongOld,2 Chronicles,14,2,3,Iron Age,3,822,NA,NA,neutral,neutral
2Chr.5.4,And all the elders of Israel came; and the Levites took up the ark.,StrongElders,2 Chronicles,14,2,4,Iron Age,3,822,NA,NA,neutral,neutral
2Chr.21.5,"Jehoram was thirty and two years old when he began to reign, and he reigned eight years in Jerusalem.",StrongOld,2 Chronicles,14,2,5,Iron Age,3,822,"Jehoram was thirty and two years old when he began to reign, and he reigned eight years in Jerusalem.",neutral,NA,neutral
2Chr.10.6,"And king Rehoboam took counsel with the old men that had stood before Solomon his father while he yet lived, saying, What counsel give ye me to return answer to this people?",StrongOld,2 Chronicles,14,2,6,Iron Age,3,822,"And king Rehoboam took counsel with the old men that had stood before Solomon his father while he yet lived, saying, What counsel give ye me to return answer to this people?",positive,NA,positive
2Chr.10.8,"But he forsook the counsel which the old men gave him, and took counsel with the young men that were brought up with him, that stood before him.",StrongOld,2 Chronicles,14,2,8,Iron Age,3,822,"But he forsook the counsel which the old men gave him, and took counsel with the young men that were brought up with him, that stood before him.",negative,NA,negative
2Chr.27.8,"He was five and twenty years old when he began to reign, and reigned sixteen years in Jerusalem.",StrongOld,2 Chronicles,14,2,8,Iron Age,3,822,NA,NA,neutral,neutral
2Chr.10.13,"And the king answered them roughly; and king Rehoboam forsook the counsel of the old men,",StrongOld,2 Chronicles,14,2,13,Iron Age,3,822,"And the king answered them roughly; and king Rehoboam forsook the counsel of the old men,",negative,NA,negative
2Chr.12.13,"So king Rehoboam strengthened himself in Jerusalem, and reigned: for Rehoboam was one and forty years old when he began to reign, and he reigned seventeen years in Jerusalem, the city which the LORD had chosen out of all the tribes of Israel, to put his name there. And his mother’s name was Naamah an Ammonitess.",StrongOld,2 Chronicles,14,2,13,Iron Age,3,822,NA,NA,neutral,neutral
2Chr.24.15,"But Jehoiada waxed old, and was full of days when he died; an hundred and thirty years old was he when he died.",StrongOld,2 Chronicles,14,2,15,Iron Age,3,822,"But Jehoiada waxed old, and was full of days when he died; an hundred and thirty years old was he when he died.",positive,NA,positive
2Chr.36.17,"Therefore he brought upon them the king of the Chaldees, who slew their young men with the sword in the house of their sanctuary, and had no compassion upon young man or maiden, old man, or him that stooped for age: he gave them all into his hand.",StrongOld,2 Chronicles,14,2,17,Iron Age,3,822,NA,NA,negative,negative
2Chr.21.20,"Thirty and two years old was he when he began to reign, and he reigned in Jerusalem eight years, and departed without being desired. Howbeit they buried him in the city of David, but not in the sepulchres of the kings.",StrongOld,2 Chronicles,14,2,20,Iron Age,3,822,"Thirty and two years old was he when he began to reign, and he reigned in Jerusalem eight years, and departed without being desired. Howbeit they buried him in the city of David, but not in the sepulchres of the kings.",negative,NA,negative
2Chr.34.29,Then the king sent and gathered together all the elders of Judah and Jerusalem.,StrongElders,2 Chronicles,14,2,29,Iron Age,3,822,NA,NA,neutral,neutral
2Chr.20.31,"And Jehoshaphat reigned over Judah: he was thirty and five years old when he began to reign, and he reigned twenty and five years in Jerusalem. And his mother’s name was Azubah the daughter of Shilhi.",StrongOld,2 Chronicles,14,2,31,Iron Age,3,822,"And Jehoshaphat reigned over Judah: he was thirty and five years old when he began to reign, and he reigned twenty and five years in Jerusalem. And his mother’s name was Azubah the daughter of Shilhi.",neutral,NA,neutral
Ezra.5.5,"But the eye of their God was upon the elders of the Jews, that they could not cause them to cease, till the matter came to Darius: and then they returned answer by letter concerning this matter.",StrongElders,Ezra,15,5,5,Iron Age,3,280,NA,NA,negative,negative
Ezra.5.9,"Then asked we those elders, and said unto them thus, Who commanded you to build this house, and to make up these walls?",StrongElders,Ezra,15,5,9,Iron Age,3,280,"Then asked we those elders, and said unto them thus, Who commanded you to build this house, and to make up these walls?",neutral,NA,neutral
Ezra.6.7,Let the work of this house of God alone; let the governor of the Jews and the elders of the Jews build this house of God in his place.,StrongElders,Ezra,15,6,7,Iron Age,3,280,NA,NA,positive,positive
Ezra.6.8,"Moreover I make a decree what ye shall do to the elders of these Jews for the building of this house of God: that of the king’s goods, even of the tribute beyond the river, forthwith expenses be given unto these men, that they be not hindered.",StrongElders,Ezra,15,6,8,Iron Age,3,280,NA,NA,negative,negative
Ezra.6.14,"And the elders of the Jews builded, and they prospered through the prophesying of Haggai the prophet and Zechariah the son of Iddo. And they builded, and finished it, according to the commandment of the God of Israel, and according to the commandment of Cyrus, and Darius, and Artaxerxes king of Persia.",StrongElders,Ezra,15,6,14,Iron Age,3,280,NA,NA,positive,positive
Ezra.10.8,"And that whosoever would not come within three days, according to the counsel of the princes and the elders, all his substance should be forfeited, and himself separated from the congregation of those that had been carried away.",StrongElders,Ezra,15,10,8,Iron Age,3,280,"And that whosoever would not come within three days, according to the counsel of the princes and the elders, all his substance should be forfeited, and himself separated from the congregation of those that had been carried away.",negative,NA,negative
Ezra.10.14,"Let now our rulers of all the congregation stand, and let all them which have taken strange wives in our cities come at appointed times, and with them the elders of every city, and the judges thereof, until the fierce wrath of our God for this matter be turned from us.",StrongElders,Ezra,15,10,14,Iron Age,3,280,NA,NA,negative,negative
Esth.3.13,"And the letters were sent by posts into all the king’s provinces, to destroy, to kill, and to cause to perish, all Jews, both young and old, little children and women, in one day, even upon the thirteenth day of the twelfth month, which is the month Adar, and to take the spoil of them for a prey.",StrongOld,Esther,17,3,13,Iron Age,3,167,"And the letters were sent by posts into all the king’s provinces, to destroy, to kill, and to cause to perish, all Jews, both young and old, little children and women, in one day, even upon the thirteenth day of the twelfth month, which is the month Adar, and to take the spoil of them for a prey.",negative,NA,negative
Job.5.26,"Thou shalt come to thy grave in a full age, like as a shock of corn cometh in in his season.",NaveLong,Job,18,5,26,Primeval History/Middle Bronze Age,1,1070,NA,NA,positive,positive
Job.12.12,With the ancient is wisdom; and in length of days understanding.,NaveOldAge,Job,18,12,12,Primeval History/Middle Bronze Age,1,1070,With the ancient is wisdom; and in length of days understanding.,positive,NA,positive
Job.12.20,"He removeth away the speech of the trusty, and taketh away the understanding of the aged.",NIDOTTE,Job,18,12,20,Primeval History/Middle Bronze Age,1,1070,NA,NA,negative,negative
Job.15.10,"With us are both the grayheaded and very aged men, much elder than thy father.",Dulin,Job,18,15,10,Primeval History/Middle Bronze Age,1,1070,NA,NA,positive,positive
Job.21.7,"Wherefore do the wicked live, become old, yea, are mighty in power?",StrongOld,Job,18,21,7,Primeval History/Middle Bronze Age,1,1070,"Wherefore do the wicked live, become old, yea, are mighty in power?",negative,NA,negative
Job.22.9,"Thou hast sent widows away empty, and the arms of the fatherless have been broken.",anchor,Job,18,22,9,Primeval History/Middle Bronze Age,1,1070,"Thou hast sent widows away empty, and the arms of the fatherless have been broken.",negative,NA,negative
Job.24.3,"They drive away the ass of the fatherless, they take the widow’s ox for a pledge.",anchor,Job,18,24,3,Primeval History/Middle Bronze Age,1,1070,"They drive away the ass of the fatherless, they take the widow’s ox for a pledge.",negative,NA,negative
Job.29.8,"The young men saw me, and hid themselves: and the aged arose, and stood up.",Dulin,Job,18,29,8,Primeval History/Middle Bronze Age,1,1070,NA,NA,negative,negative
Job.29.18,"Then I said, I shall die in my nest, and I shall multiply my days as the sand.",Ajayi,Job,18,29,18,Primeval History/Middle Bronze Age,1,1070,"Then I said, I shall die in my nest, and I shall multiply my days as the sand.",positive,NA,positive
Job.30.2,"Yea, whereto might the strength of their hands profit me, in whom old age was perished?",StrongOld,Job,18,30,2,Primeval History/Middle Bronze Age,1,1070,"Yea, whereto might the strength of their hands profit me, in whom old age was perished?",negative,NA,negative
Job.31.16,"If I have withheld the poor from their desire, or have caused the eyes of the widow to fail;",anchor,Job,18,31,16,Primeval History/Middle Bronze Age,1,1070,NA,NA,negative,negative
Job.32.4,"Now Elihu had waited till Job had spoken, because they were elder than he.",knight,Job,18,32,4,Primeval History/Middle Bronze Age,1,1070,"Now Elihu had waited till Job had spoken, because they were elder than he.",neutral,NA,neutral
Job.32.6,"And Elihu the son of Barachel the Buzite answered and said, I am young, and ye are very old; wherefore I was afraid, and durst not shew you mine opinion.",StrongOld,Job,18,32,6,Primeval History/Middle Bronze Age,1,1070,NA,NA,negative,negative
Job.32.7,"I said, Days should speak, and multitude of years should teach wisdom.",knight,Job,18,32,7,Primeval History/Middle Bronze Age,1,1070,NA,NA,positive,positive
Job.32.9,Great men are not always wise: neither do the aged understand judgment.,NaveOldAge,Job,18,32,9,Primeval History/Middle Bronze Age,1,1070,Great men are not always wise: neither do the aged understand judgment.,negative,NA,negative
Job.42.16,"After this lived Job an hundred and forty years, and saw his sons, and his sons’ sons, even four generations.",knight,Job,18,42,16,Primeval History/Middle Bronze Age,1,1070,"After this lived Job an hundred and forty years, and saw his sons, and his sons’ sons, even four generations.",positive,NA,positive
Job.42.17,"So Job died, being old and full of days.",StrongOld,Job,18,42,17,Primeval History/Middle Bronze Age,1,1070,"So Job died, being old and full of days.",positive,NA,positive
Ps.6.7,Mine eye is consumed because of grief; it waxeth old because of all mine enemies.,StrongOld,Psalms,19,6,7,Iron Age,3,2461,Mine eye is consumed because of grief; it waxeth old because of all mine enemies.,negative,NA,negative
Ps.21.4,"He asked life of thee, and thou gavest it him, even length of days for ever and ever.",NaveLong,Psalms,19,21,4,Iron Age,3,2461,"He asked life of thee, and thou gavest it him, even length of days for ever and ever.",positive,NA,positive
Ps.23.6,Surely goodness and mercy shall follow me all the days of my life: and I will dwell in the house of the LORD for ever.,Dulin,Psalms,19,23,6,Iron Age,3,2461,Surely goodness and mercy shall follow me all the days of my life: and I will dwell in the house of the LORD for ever.,positive,NA,positive
Ps.32.3,"When I kept silence, my bones waxed old through my roaring all the day long.",StrongOld,Psalms,19,32,3,Iron Age,3,2461,"When I kept silence, my bones waxed old through my roaring all the day long.",negative,NA,negative
Ps.34.12,"What man is he that desireth life, and loveth many days, that he may see good?",NaveLong,Psalms,19,34,12,Iron Age,3,2461,NA,NA,positive,positive
Ps.37.25,"I have been young, and now am old; yet have I not seen the righteous forsaken, nor his seed begging bread.",StrongOld,Psalms,19,37,25,Iron Age,3,2461,"I have been young, and now am old; yet have I not seen the righteous forsaken, nor his seed begging bread.",neutral,NA,neutral
Ps.71.9,Cast me not off in the time of old age; forsake me not when my strength faileth.,StrongOld,Psalms,19,71,9,Iron Age,3,2461,NA,NA,negative,negative
Ps.71.18,"Now also when I am old and grayheaded, O God, forsake me not; until I have shewed thy strength unto this generation, and thy power to every one that is to come.",StrongOld,Psalms,19,71,18,Iron Age,3,2461,"Now also when I am old and grayheaded, O God, forsake me not; until I have shewed thy strength unto this generation, and thy power to every one that is to come.",neutral,NA,neutral
Ps.77.5,"I have considered the days of old, the years of ancient times.",StrongOld,Psalms,19,77,5,Iron Age,3,2461,NA,NA,positive,positive
Ps.90.10,"The days of our years are threescore years and ten; and if by reason of strength they be fourscore years, yet is their strength labour and sorrow; for it is soon cut off, and we fly away.",knight,Psalms,19,90,10,Iron Age,3,2461,"The days of our years are threescore years and ten; and if by reason of strength they be fourscore years, yet is their strength labour and sorrow; for it is soon cut off, and we fly away.",negative,NA,negative
Ps.91.16,"With long life will I satisfy him, and shew him my salvation.",NaveLong,Psalms,19,91,16,Iron Age,3,2461,"With long life will I satisfy him, and shew him my salvation.",positive,NA,positive
Ps.92.12,The righteous shall flourish like the palm tree: he shall grow like a cedar in Lebanon.,NaveOldAge,Psalms,19,92,12,Iron Age,3,2461,NA,NA,positive,positive
Ps.92.13,Those that be planted in the house of the LORD shall flourish in the courts of our God.,NaveOldAge,Psalms,19,92,13,Iron Age,3,2461,Those that be planted in the house of the LORD shall flourish in the courts of our God.,positive,NA,positive
Ps.92.14,They shall still bring forth fruit in old age; they shall be fat and flourishing;,StrongOld,Psalms,19,92,14,Iron Age,3,2461,NA,NA,positive,positive
Ps.94.6,"They slay the widow and the stranger, and murder the fatherless.",anchor,Psalms,19,94,6,Iron Age,3,2461,"They slay the widow and the stranger, and murder the fatherless.",negative,NA,negative
Ps.102.26,"They shall perish, but thou shalt endure: yea, all of them shall wax old like a garment; as a vesture shalt thou change them, and they shall be changed:",StrongOld,Psalms,19,102,26,Iron Age,3,2461,"They shall perish, but thou shalt endure: yea, all of them shall wax old like a garment; as a vesture shalt thou change them, and they shall be changed:",positive,NA,positive
Ps.105.22,To bind his princes at his pleasure; and teach his senators wisdom.,NIDOTTE,Psalms,19,105,22,Iron Age,3,2461,To bind his princes at his pleasure; and teach his senators wisdom.,positive,NA,positive
Ps.107.32,"Let them exalt him also in the congregation of the people, and praise him in the assembly of the elders.",StrongElders,Psalms,19,107,32,Iron Age,3,2461,"Let them exalt him also in the congregation of the people, and praise him in the assembly of the elders.",positive,NA,positive
Ps.119.100,"I understand more than the ancients, because I keep thy precepts.",hays,Psalms,19,119,100,Iron Age,3,2461,NA,NA,negative,negative
Ps.148.12,"Both young men, and maidens; old men, and children:",StrongOld,Psalms,19,148,12,Iron Age,3,2461,NA,NA,positive,positive
Prov.3.2,"For length of days, and long life, and peace, shall they add to thee.",NaveLong,Proverbs,20,3,2,Iron Age,3,915,NA,NA,positive,positive
Prov.3.16,Length of days is in her right hand; and in her left hand riches and honour.,NaveLong,Proverbs,20,3,16,Iron Age,3,915,Length of days is in her right hand; and in her left hand riches and honour.,positive,NA,positive
Prov.4.10,"Hear, O my son, and receive my sayings; and the years of thy life shall be many.",Ajayi,Proverbs,20,4,10,Iron Age,3,915,"Hear, O my son, and receive my sayings; and the years of thy life shall be many.",positive,NA,positive
Prov.9.11,"For by me thy days shall be multiplied, and the years of thy life shall be increased.",NaveLong,Proverbs,20,9,11,Iron Age,3,915,"For by me thy days shall be multiplied, and the years of thy life shall be increased.",positive,NA,positive
Prov.10.27,The fear of the LORD prolongeth days: but the years of the wicked shall be shortened.,NaveLong,Proverbs,20,10,27,Iron Age,3,915,The fear of the LORD prolongeth days: but the years of the wicked shall be shortened.,positive,NA,positive
Prov.16.31,"The hoary head is a crown of glory, if it be found in the way of righteousness.",NaveOldAge,Proverbs,20,16,31,Iron Age,3,915,"The hoary head is a crown of glory, if it be found in the way of righteousness.",positive,NA,positive
Prov.17.6,Children’s children are the crown of old men; and the glory of children are their fathers.,StrongOld,Proverbs,20,17,6,Iron Age,3,915,Children’s children are the crown of old men; and the glory of children are their fathers.,positive,NA,positive
Prov.19.26,"He that wasteth his father, and chaseth away his mother, is a son that causeth shame, and bringeth reproach.",anchor,Proverbs,20,19,26,Iron Age,3,915,"He that wasteth his father, and chaseth away his mother, is a son that causeth shame, and bringeth reproach.",negative,NA,negative
Prov.20.29,The glory of young men is their strength: and the beauty of old men is the gray head.,StrongOld,Proverbs,20,20,29,Iron Age,3,915,The glory of young men is their strength: and the beauty of old men is the gray head.,positive,NA,positive
Prov.22.6,"Train up a child in the way he should go: and when he is old, he will not depart from it.",StrongOld,Proverbs,20,22,6,Iron Age,3,915,NA,NA,positive,positive
Prov.23.22,"Hearken unto thy father that begat thee, and despise not thy mother when she is old.",StrongOld,Proverbs,20,23,22,Iron Age,3,915,"Hearken unto thy father that begat thee, and despise not thy mother when she is old.",positive,NA,positive
Prov.28.24,"Whoso robbeth his father or his mother, and saith, It is no transgression; the same is the companion of a destroyer.",anchor,Proverbs,20,28,24,Iron Age,3,915,"Whoso robbeth his father or his mother, and saith, It is no transgression; the same is the companion of a destroyer.",negative,NA,negative
Prov.31.23,"Her husband is known in the gates, when he sitteth among the elders of the land.",StrongElders,Proverbs,20,31,23,Iron Age,3,915,"Her husband is known in the gates, when he sitteth among the elders of the land.",neutral,NA,neutral
Eccl.4.13,"Better is a poor and a wise child than an old and foolish king, who will no more be admonished.",StrongOld,Ecclesiastes,21,4,13,Iron Age,3,222,NA,NA,negative,negative
Eccl.6.3,"If a man beget an hundred children, and live many years, so that the days of his years be many, and his soul be not filled with good, and also that he have no burial; I say, that an untimely birth is better than he.",NaveOldAge,Ecclesiastes,21,6,3,Iron Age,3,222,"If a man beget an hundred children, and live many years, so that the days of his years be many, and his soul be not filled with good, and also that he have no burial; I say, that an untimely birth is better than he.",negative,NA,negative
Eccl.6.6,"Yea, though he live a thousand years twice told, yet hath he seen no good: do not all go to one place?",NaveOldAge,Ecclesiastes,21,6,6,Iron Age,3,222,"Yea, though he live a thousand years twice told, yet hath he seen no good: do not all go to one place?",neutral,NA,neutral
Eccl.8.13,"But it shall not be well with the wicked, neither shall he prolong his days, which are as a shadow; because he feareth not before God.",Dulin,Ecclesiastes,21,8,13,Iron Age,3,222,"But it shall not be well with the wicked, neither shall he prolong his days, which are as a shadow; because he feareth not before God.",negative,NA,negative
Eccl.12.1,"Remember now thy Creator in the days of thy youth, while the evil days come not, nor the years draw nigh, when thou shalt say, I have no pleasure in them;",knight,Ecclesiastes,21,12,1,Iron Age,3,222,"Remember now thy Creator in the days of thy youth, while the evil days come not, nor the years draw nigh, when thou shalt say, I have no pleasure in them;",neutral,NA,neutral
Eccl.12.2,"While the sun, or the light, or the moon, or the stars, be not darkened, nor the clouds return after the rain:",knight,Ecclesiastes,21,12,2,Iron Age,3,222,"While the sun, or the light, or the moon, or the stars, be not darkened, nor the clouds return after the rain:",negative,NA,negative
Eccl.12.3,"In the day when the keepers of the house shall tremble, and the strong men shall bow themselves, and the grinders cease because they are few, and those that look out of the windows be darkened,",knight,Ecclesiastes,21,12,3,Iron Age,3,222,"In the day when the keepers of the house shall tremble, and the strong men shall bow themselves, and the grinders cease because they are few, and those that look out of the windows be darkened,",negative,NA,negative
Eccl.12.4,"And the doors shall be shut in the streets, when the sound of the grinding is low, and he shall rise up at the voice of the bird, and all the daughters of musick shall be brought low;",knight,Ecclesiastes,21,12,4,Iron Age,3,222,"And the doors shall be shut in the streets, when the sound of the grinding is low, and he shall rise up at the voice of the bird, and all the daughters of musick shall be brought low;",negative,NA,negative
Eccl.12.5,"Also when they shall be afraid of that which is high, and fears shall be in the way, and the almond tree shall flourish, and the grasshopper shall be a burden, and desire shall fail: because man goeth to his long home, and the mourners go about the streets:",knight,Ecclesiastes,21,12,5,Iron Age,3,222,"Also when they shall be afraid of that which is high, and fears shall be in the way, and the almond tree shall flourish, and the grasshopper shall be a burden, and desire shall fail: because man goeth to his long home, and the mourners go about the streets:",negative,NA,negative
Eccl.12.6,"Or ever the silver cord be loosed, or the golden bowl be broken, or the pitcher be broken at the fountain, or the wheel broken at the cistern.",knight,Ecclesiastes,21,12,6,Iron Age,3,222,"Or ever the silver cord be loosed, or the golden bowl be broken, or the pitcher be broken at the fountain, or the wheel broken at the cistern.",negative,NA,negative
Eccl.12.7,Then shall the dust return to the earth as it was: and the spirit shall return unto God who gave it.,knight,Ecclesiastes,21,12,7,Iron Age,3,222,Then shall the dust return to the earth as it was: and the spirit shall return unto God who gave it.,neutral,NA,neutral
Eccl.12.8,"Vanity of vanities, saith the preacher; all is vanity.",knight,Ecclesiastes,21,12,8,Iron Age,3,222,"Vanity of vanities, saith the preacher; all is vanity.",negative,NA,negative
Isa.1.23,"Thy princes are rebellious, and companions of thieves: every one loveth gifts, and followeth after rewards: they judge not the fatherless, neither doth the cause of the widow come unto them.",anchor,Isaiah,23,1,23,Iron Age,3,1292,"Thy princes are rebellious, and companions of thieves: every one loveth gifts, and followeth after rewards: they judge not the fatherless, neither doth the cause of the widow come unto them.",negative,NA,negative
Isa.3.2,"The mighty man, and the man of war, the judge, and the prophet, and the prudent, and the ancient,",Dulin,Isaiah,23,3,2,Iron Age,3,1292,NA,NA,positive,positive
Isa.3.14,"The LORD will enter into judgment with the ancients of his people, and the princes thereof: for ye have eaten up the vineyard; the spoil of the poor is in your houses.",NIDOTTE,Isaiah,23,3,14,Iron Age,3,1292,"The LORD will enter into judgment with the ancients of his people, and the princes thereof: for ye have eaten up the vineyard; the spoil of the poor is in your houses.",negative,NA,negative
Isa.10.2,"To turn aside the needy from judgment, and to take away the right from the poor of my people, that widows may be their prey, and that they may rob the fatherless!",anchor,Isaiah,23,10,2,Iron Age,3,1292,"To turn aside the needy from judgment, and to take away the right from the poor of my people, that widows may be their prey, and that they may rob the fatherless!",negative,NA,negative
Isa.20.4,"So shall the king of Assyria lead away the Egyptians prisoners, and the Ethiopians captives, young and old, naked and barefoot, even with their buttocks uncovered, to the shame of Egypt.",StrongOld,Isaiah,23,20,4,Iron Age,3,1292,"So shall the king of Assyria lead away the Egyptians prisoners, and the Ethiopians captives, young and old, naked and barefoot, even with their buttocks uncovered, to the shame of Egypt.",negative,NA,negative
Isa.24.23,"Then the moon shall be confounded, and the sun ashamed, when the LORD of hosts shall reign in mount Zion, and in Jerusalem, and before his ancients gloriously.",NIDOTTE,Isaiah,23,24,23,Iron Age,3,1292,"Then the moon shall be confounded, and the sun ashamed, when the LORD of hosts shall reign in mount Zion, and in Jerusalem, and before his ancients gloriously.",positive,NA,positive
Isa.37.2,"And he sent Eliakim, who was over the household, and Shebna the scribe, and the elders of the priests covered with sackcloth, unto Isaiah the prophet the son of Amoz.",StrongElders,Isaiah,23,37,2,Iron Age,3,1292,NA,NA,neutral,neutral
