osisRef,chrono_num,bookOrder,chapter.true,verse.true,verseText,handcoded.sentiment,deberta,deberta.hybrid
2Kgs.15.1,3,12,15,1,In the twenty and seventh year of Jeroboam king of Israel began Azariah son of Amaziah king of Judah to reign.,NA,neutral,neutral
2Kgs.15.2,3,12,15,2,"Sixteen years old was he when he began to reign, and he reigned two and fifty years in Jerusalem. And his mother’s name was Jecholiah of Jerusalem.",NA,neutral,neutral
2Kgs.15.3,3,12,15,3,"And he did that which was right in the sight of the LORD, according to all that his father Amaziah had done;",NA,positive,positive
2Kgs.15.32,3,12,15,32,In the second year of Pekah the son of Remaliah king of Israel began Jotham the son of Uzziah king of Judah to reign.,NA,neutral,neutral
2Kgs.15.33,3,12,15,33,"Five and twenty years old was he when he began to reign, and he reigned sixteen years in Jerusalem. And his mother’s name was Jerusha, the daughter of Zadok.",NA,neutral,neutral
2Kgs.15.34,3,12,15,34,And he did that which was right in the sight of the LORD: he did according to all that his father Uzziah had done.,NA,positive,positive
2Kgs.18.1,3,12,18,1,"Now it came to pass in the third year of Hoshea son of Elah king of Israel, that Hezekiah the son of Ahaz king of Judah began to reign.",NA,neutral,neutral
2Kgs.18.2,3,12,18,2,"Twenty and five years old was he when he began to reign; and he reigned twenty and nine years in Jerusalem. His mother’s name also was Abi, the daughter of Zachariah.",neutral,NA,neutral
2Kgs.18.3,3,12,18,3,"And he did that which was right in the sight of the LORD, according to all that David his father did.",NA,positive,positive
2Kgs.19.1,3,12,19,1,"And it came to pass, when king Hezekiah heard it, that he rent his clothes, and covered himself with sackcloth, and went into the house of the LORD.",NA,negative,negative
2Kgs.19.2,3,12,19,2,"And he sent Eliakim, which was over the household, and Shebna the scribe, and the elders of the priests, covered with sackcloth, to Isaiah the prophet the son of Amoz.",neutral,NA,neutral
2Kgs.19.3,3,12,19,3,"And they said unto him, Thus saith Hezekiah, This day is a day of trouble, and of rebuke, and blasphemy: for the children are come to the birth, and there is not strength to bring forth.",NA,negative,negative
2Kgs.21.1,3,12,21,1,"Manasseh was twelve years old when he began to reign, and reigned fifty and five years in Jerusalem. And his mother’s name was Hephzibah.",neutral,NA,neutral
2Kgs.21.2,3,12,21,2,"And he did that which was evil in the sight of the LORD, after the abominations of the heathen, whom the LORD cast out before the children of Israel.",NA,negative,negative
2Kgs.23.1,3,12,23,1,"And the king sent, and they gathered unto him all the elders of Judah and of Jerusalem.",neutral,NA,neutral
2Kgs.23.2,3,12,23,2,"And the king went up into the house of the LORD, and all the men of Judah and all the inhabitants of Jerusalem with him, and the priests, and the prophets, and all the people, both small and great: and he read in their ears all the words of the book of the covenant which was found in the house of the LORD.",NA,neutral,neutral
1Chr.2.20,3,13,2,20,"And Hur begat Uri, and Uri begat Bezaleel.",NA,neutral,neutral
1Chr.2.21,3,13,2,21,"And afterward Hezron went in to the daughter of Machir the father of Gilead, whom he married when he was threescore years old; and she bare him Segub.",NA,neutral,neutral
1Chr.2.22,3,13,2,22,"And Segub begat Jair, who had three and twenty cities in the land of Gilead.",NA,neutral,neutral
1Chr.11.2,3,13,11,2,"And moreover in time past, even when Saul was king, thou wast he that leddest out and broughtest in Israel: and the LORD thy God said unto thee, Thou shalt feed my people Israel, and thou shalt be ruler over my people Israel.",NA,positive,positive
1Chr.11.3,3,13,11,3,"Therefore came all the elders of Israel to the king to Hebron; and David made a covenant with them in Hebron before the LORD; and they anointed David king over Israel, according to the word of the LORD by Samuel.",neutral,NA,neutral
1Chr.11.4,3,13,11,4,"And David and all Israel went to Jerusalem, which is Jebus; where the Jebusites were, the inhabitants of the land.",NA,neutral,neutral
1Chr.15.24,3,13,15,24,"And Shebaniah, and Jehoshaphat, and Nethaneel, and Amasai, and Zechariah, and Benaiah, and Eliezer, the priests, did blow with the trumpets before the ark of God: and Obededom and Jehiah were doorkeepers for the ark.",NA,neutral,neutral
1Chr.15.25,3,13,15,25,"So David, and the elders of Israel, and the captains over thousands, went to bring up the ark of the covenant of the LORD out of the house of Obededom with joy.",NA,neutral,neutral
1Chr.15.26,3,13,15,26,"And it came to pass, when God helped the Levites that bare the ark of the covenant of the LORD, that they offered seven bullocks and seven rams.",NA,positive,positive
1Chr.21.15,3,13,21,15,"And God sent an angel unto Jerusalem to destroy it: and as he was destroying, the LORD beheld, and he repented him of the evil, and said to the angel that destroyed, It is enough, stay now thine hand. And the angel of the LORD stood by the threshingfloor of Ornan the Jebusite.",NA,negative,negative
1Chr.21.16,3,13,21,16,"And David lifted up his eyes, and saw the angel of the LORD stand between the earth and the heaven, having a drawn sword in his hand stretched out over Jerusalem. Then David and the elders of Israel, who were clothed in sackcloth, fell upon their faces.",neutral,NA,neutral
1Chr.21.17,3,13,21,17,"And David said unto God, Is it not I that commanded the people to be numbered? even I it is that have sinned and done evil indeed; but as for these sheep, what have they done? let thine hand, I pray thee, O LORD my God, be on me, and on my father’s house; but not on thy people, that they should be plagued.",NA,negative,negative
1Chr.23.1,3,13,23,1,"So when David was old and full of days, he made Solomon his son king over Israel.",positive,NA,positive
1Chr.23.2,3,13,23,2,"And he gathered together all the princes of Israel, with the priests and the Levites.",NA,neutral,neutral
1Chr.29.27,3,13,29,27,"And the time that he reigned over Israel was forty years; seven years reigned he in Hebron, and thirty and three years reigned he in Jerusalem.",NA,neutral,neutral
1Chr.29.28,3,13,29,28,"And he died in a good old age, full of days, riches, and honour: and Solomon his son reigned in his stead.",positive,NA,positive
1Chr.29.29,3,13,29,29,"Now the acts of David the king, first and last, behold, they are written in the book of Samuel the seer, and in the book of Nathan the prophet, and in the book of Gad the seer,",NA,neutral,neutral
2Chr.5.1,3,14,5,1,"Thus all the work that Solomon made for the house of the LORD was finished: and Solomon brought in all the things that David his father had dedicated; and the silver, and the gold, and all the instruments, put he among the treasures of the house of God.",NA,positive,positive
2Chr.5.2,3,14,5,2,"Then Solomon assembled the elders of Israel, and all the heads of the tribes, the chief of the fathers of the children of Israel, unto Jerusalem, to bring up the ark of the covenant of the LORD out of the city of David, which is Zion.",neutral,NA,neutral
2Chr.5.3,3,14,5,3,Wherefore all the men of Israel assembled themselves unto the king in the feast which was in the seventh month.,NA,neutral,neutral
2Chr.5.4,3,14,5,4,And all the elders of Israel came; and the Levites took up the ark.,NA,neutral,neutral
2Chr.5.5,3,14,5,5,"And they brought up the ark, and the tabernacle of the congregation, and all the holy vessels that were in the tabernacle, these did the priests and the Levites bring up.",NA,neutral,neutral
2Chr.10.5,3,14,10,5,"And he said unto them, Come again unto me after three days. And the people departed.",NA,neutral,neutral
2Chr.10.6,3,14,10,6,"And king Rehoboam took counsel with the old men that had stood before Solomon his father while he yet lived, saying, What counsel give ye me to return answer to this people?",positive,NA,positive
2Chr.10.7,3,14,10,7,"And they spake unto him, saying, If thou be kind to this people, and please them, and speak good words to them, they will be thy servants for ever.",NA,positive,positive
2Chr.10.8,3,14,10,8,"But he forsook the counsel which the old men gave him, and took counsel with the young men that were brought up with him, that stood before him.",negative,NA,negative
2Chr.10.9,3,14,10,9,"And he said unto them, What advice give ye that we may return answer to this people, which have spoken to me, saying, Ease somewhat the yoke that thy father did put upon us?",NA,negative,negative
2Chr.10.12,3,14,10,12,"So Jeroboam and all the people came to Rehoboam on the third day, as the king bade, saying, Come again to me on the third day.",NA,neutral,neutral
2Chr.10.13,3,14,10,13,"And the king answered them roughly; and king Rehoboam forsook the counsel of the old men,",negative,NA,negative
2Chr.10.14,3,14,10,14,"And answered them after the advice of the young men, saying, My father made your yoke heavy, but I will add thereto: my father chastised you with whips, but I will chastise you with scorpions.",NA,negative,negative
2Chr.12.12,3,14,12,12,"And when he humbled himself, the wrath of the LORD turned from him, that he would not destroy him altogether: and also in Judah things went well.",NA,negative,negative
2Chr.12.13,3,14,12,13,"So king Rehoboam strengthened himself in Jerusalem, and reigned: for Rehoboam was one and forty years old when he began to reign, and he reigned seventeen years in Jerusalem, the city which the LORD had chosen out of all the tribes of Israel, to put his name there. And his mother’s name was Naamah an Ammonitess.",NA,neutral,neutral
2Chr.12.14,3,14,12,14,"And he did evil, because he prepared not his heart to seek the LORD.",NA,negative,negative
2Chr.20.30,3,14,20,30,So the realm of Jehoshaphat was quiet: for his God gave him rest round about.,NA,positive,positive
2Chr.20.31,3,14,20,31,"And Jehoshaphat reigned over Judah: he was thirty and five years old when he began to reign, and he reigned twenty and five years in Jerusalem. And his mother’s name was Azubah the daughter of Shilhi.",neutral,NA,neutral
2Chr.20.32,3,14,20,32,"And he walked in the way of Asa his father, and departed not from it, doing that which was right in the sight of the LORD.",NA,positive,positive
2Chr.21.4,3,14,21,4,"Now when Jehoram was risen up to the kingdom of his father, he strengthened himself, and slew all his brethren with the sword, and divers also of the princes of Israel.",NA,negative,negative
2Chr.21.5,3,14,21,5,"Jehoram was thirty and two years old when he began to reign, and he reigned eight years in Jerusalem.",neutral,NA,neutral
2Chr.21.6,3,14,21,6,"And he walked in the way of the kings of Israel, like as did the house of Ahab: for he had the daughter of Ahab to wife: and he wrought that which was evil in the eyes of the LORD.",NA,negative,negative
2Chr.21.19,3,14,21,19,"And it came to pass, that in process of time, after the end of two years, his bowels fell out by reason of his sickness: so he died of sore diseases. And his people made no burning for him, like the burning of his fathers.",NA,negative,negative
2Chr.21.20,3,14,21,20,"Thirty and two years old was he when he began to reign, and he reigned in Jerusalem eight years, and departed without being desired. Howbeit they buried him in the city of David, but not in the sepulchres of the kings.",negative,NA,negative
2Chr.22.1,3,14,22,1,And the inhabitants of Jerusalem made Ahaziah his youngest son king in his stead: for the band of men that came with the Arabians to the camp had slain all the eldest. So Ahaziah the son of Jehoram king of Judah reigned.,NA,negative,negative
2Chr.22.2,3,14,22,2,"Forty and two years old was Ahaziah when he began to reign, and he reigned one year in Jerusalem. His mother’s name also was Athaliah the daughter of Omri.",NA,neutral,neutral
2Chr.22.3,3,14,22,3,He also walked in the ways of the house of Ahab: for his mother was his counsellor to do wickedly.,NA,negative,negative
2Chr.24.1,3,14,24,1,"Joash was seven years old when he began to reign, and he reigned forty years in Jerusalem. His mother’s name also was Zibiah of Beersheba.",NA,neutral,neutral
2Chr.24.2,3,14,24,2,And Joash did that which was right in the sight of the LORD all the days of Jehoiada the priest.,NA,positive,positive
2Chr.24.14,3,14,24,14,"And when they had finished it, they brought the rest of the money before the king and Jehoiada, whereof were made vessels for the house of the LORD, even vessels to minister, and to offer withal, and spoons, and vessels of gold and silver. And they offered burnt offerings in the house of the LORD continually all the days of Jehoiada.",NA,positive,positive
2Chr.24.15,3,14,24,15,"But Jehoiada waxed old, and was full of days when he died; an hundred and thirty years old was he when he died.",positive,NA,positive
2Chr.24.16,3,14,24,16,"And they buried him in the city of David among the kings, because he had done good in Israel, both toward God, and toward his house.",NA,positive,positive
2Chr.25.1,3,14,25,1,"Amaziah was twenty and five years old when he began to reign, and he reigned twenty and nine years in Jerusalem. And his mother’s name was Jehoaddan of Jerusalem.",NA,neutral,neutral
2Chr.25.2,3,14,25,2,"And he did that which was right in the sight of the LORD, but not with a perfect heart.",NA,negative,negative
2Chr.26.2,3,14,26,2,"He built Eloth, and restored it to Judah, after that the king slept with his fathers.",NA,positive,positive
2Chr.26.3,3,14,26,3,"Sixteen years old was Uzziah when he began to reign, and he reigned fifty and two years in Jerusalem. His mother’s name also was Jecoliah of Jerusalem.",NA,neutral,neutral
2Chr.26.4,3,14,26,4,"And he did that which was right in the sight of the LORD, according to all that his father Amaziah did.",NA,positive,positive
2Chr.27.1,3,14,27,1,"Jotham was twenty and five years old when he began to reign, and he reigned sixteen years in Jerusalem. His mother’s name also was Jerushah, the daughter of Zadok.",NA,neutral,neutral
2Chr.27.2,3,14,27,2,"And he did that which was right in the sight of the LORD, according to all that his father Uzziah did: howbeit he entered not into the temple of the LORD. And the people did yet corruptly.",NA,negative,negative
2Chr.27.7,3,14,27,7,"Now the rest of the acts of Jotham, and all his wars, and his ways, lo, they are written in the book of the kings of Israel and Judah.",NA,positive,positive
2Chr.27.8,3,14,27,8,"He was five and twenty years old when he began to reign, and reigned sixteen years in Jerusalem.",NA,neutral,neutral
2Chr.27.9,3,14,27,9,"And Jotham slept with his fathers, and they buried him in the city of David: and Ahaz his son reigned in his stead.",NA,neutral,neutral
2Chr.29.1,3,14,29,1,"Hezekiah began to reign when he was five and twenty years old, and he reigned nine and twenty years in Jerusalem. And his mother’s name was Abijah, the daughter of Zechariah.",NA,neutral,neutral
2Chr.29.2,3,14,29,2,"And he did that which was right in the sight of the LORD, according to all that David his father had done.",NA,positive,positive
2Chr.33.1,3,14,33,1,"Manasseh was twelve years old when he began to reign, and he reigned fifty and five years in Jerusalem:",neutral,NA,neutral
2Chr.33.2,3,14,33,2,"But did that which was evil in the sight of the LORD, like unto the abominations of the heathen, whom the LORD had cast out before the children of Israel.",NA,negative,negative
2Chr.34.28,3,14,34,28,"Behold, I will gather thee to thy fathers, and thou shalt be gathered to thy grave in peace, neither shall thine eyes see all the evil that I will bring upon this place, and upon the inhabitants of the same. So they brought the king word again.",NA,negative,negative
2Chr.34.29,3,14,34,29,Then the king sent and gathered together all the elders of Judah and Jerusalem.,NA,neutral,neutral
2Chr.34.30,3,14,34,30,"And the king went up into the house of the LORD, and all the men of Judah, and the inhabitants of Jerusalem, and the priests, and the Levites, and all the people, great and small: and he read in their ears all the words of the book of the covenant that was found in the house of the LORD.",NA,positive,positive
2Chr.36.16,3,14,36,16,"But they mocked the messengers of God, and despised his words, and misused his prophets, until the wrath of the LORD arose against his people, till there was no remedy.",NA,negative,negative
2Chr.36.17,3,14,36,17,"Therefore he brought upon them the king of the Chaldees, who slew their young men with the sword in the house of their sanctuary, and had no compassion upon young man or maiden, old man, or him that stooped for age: he gave them all into his hand.",NA,negative,negative
2Chr.36.18,3,14,36,18,"And all the vessels of the house of God, great and small, and the treasures of the house of the LORD, and the treasures of the king, and of his princes; all these he brought to Babylon.",NA,positive,positive
Ezra.5.4,3,15,5,4,"Then said we unto them after this manner, What are the names of the men that make this building?",NA,neutral,neutral
Ezra.5.5,3,15,5,5,"But the eye of their God was upon the elders of the Jews, that they could not cause them to cease, till the matter came to Darius: and then they returned answer by letter concerning this matter.",NA,negative,negative
Ezra.5.6,3,15,5,6,"The copy of the letter that Tatnai, governor on this side the river, and Shetharboznai, and his companions the Apharsachites, which were on this side the river, sent unto Darius the king:",NA,neutral,neutral
Ezra.5.8,3,15,5,8,"Be it known unto the king, that we went into the province of Judea, to the house of the great God, which is builded with great stones, and timber is laid in the walls, and this work goeth fast on, and prospereth in their hands.",NA,positive,positive
Ezra.5.9,3,15,5,9,"Then asked we those elders, and said unto them thus, Who commanded you to build this house, and to make up these walls?",neutral,NA,neutral
Ezra.5.10,3,15,5,10,"We asked their names also, to certify thee, that we might write the names of the men that were the chief of them.",NA,positive,positive
Ezra.6.6,3,15,6,6,"Now therefore, Tatnai, governor beyond the river, Shetharboznai, and your companions the Apharsachites, which are beyond the river, be ye far from thence:",NA,neutral,neutral
Ezra.6.7,3,15,6,7,Let the work of this house of God alone; let the governor of the Jews and the elders of the Jews build this house of God in his place.,NA,positive,positive
Ezra.6.8,3,15,6,8,"Moreover I make a decree what ye shall do to the elders of these Jews for the building of this house of God: that of the king’s goods, even of the tribute beyond the river, forthwith expenses be given unto these men, that they be not hindered.",NA,negative,negative
Ezra.6.9,3,15,6,9,"And that which they have need of, both young bullocks, and rams, and lambs, for the burnt offerings of the God of heaven, wheat, salt, wine, and oil, according to the appointment of the priests which are at Jerusalem, let it be given them day by day without fail:",NA,positive,positive
Ezra.6.13,3,15,6,13,"Then Tatnai, governor on this side the river, Shetharboznai, and their companions, according to that which Darius the king had sent, so they did speedily.",NA,neutral,neutral
Ezra.6.14,3,15,6,14,"And the elders of the Jews builded, and they prospered through the prophesying of Haggai the prophet and Zechariah the son of Iddo. And they builded, and finished it, according to the commandment of the God of Israel, and according to the commandment of Cyrus, and Darius, and Artaxerxes king of Persia.",NA,positive,positive
Ezra.6.15,3,15,6,15,"And this house was finished on the third day of the month Adar, which was in the sixth year of the reign of Darius the king.",NA,neutral,neutral
Ezra.10.7,3,15,10,7,"And they made proclamation throughout Judah and Jerusalem unto all the children of the captivity, that they should gather themselves together unto Jerusalem;",NA,neutral,neutral
Ezra.10.8,3,15,10,8,"And that whosoever would not come within three days, according to the counsel of the princes and the elders, all his substance should be forfeited, and himself separated from the congregation of those that had been carried away.",negative,NA,negative
Ezra.10.9,3,15,10,9,"Then all the men of Judah and Benjamin gathered themselves together unto Jerusalem within three days. It was the ninth month, on the twentieth day of the month; and all the people sat in the street of the house of God, trembling because of this matter, and for the great rain.",NA,negative,negative
Ezra.10.13,3,15,10,13,"But the people are many, and it is a time of much rain, and we are not able to stand without, neither is this a work of one day or two: for we are many that have transgressed in this thing.",NA,negative,negative
Ezra.10.14,3,15,10,14,"Let now our rulers of all the congregation stand, and let all them which have taken strange wives in our cities come at appointed times, and with them the elders of every city, and the judges thereof, until the fierce wrath of our God for this matter be turned from us.",NA,negative,negative
Ezra.10.15,3,15,10,15,Only Jonathan the son of Asahel and Jahaziah the son of Tikvah were employed about this matter: and Meshullam and Shabbethai the Levite helped them.,NA,neutral,neutral
Esth.3.12,3,17,3,12,"Then were the king’s scribes called on the thirteenth day of the first month, and there was written according to all that Haman had commanded unto the king’s lieutenants, and to the governors that were over every province, and to the rulers of every people of every province according to the writing thereof, and to every people after their language; in the name of king Ahasuerus was it written, and sealed with the king’s ring.",NA,neutral,neutral
Esth.3.13,3,17,3,13,"And the letters were sent by posts into all the king’s provinces, to destroy, to kill, and to cause to perish, all Jews, both young and old, little children and women, in one day, even upon the thirteenth day of the twelfth month, which is the month Adar, and to take the spoil of them for a prey.",negative,NA,negative
Esth.3.14,3,17,3,14,"The copy of the writing for a commandment to be given in every province was published unto all people, that they should be ready against that day.",NA,positive,positive
Ps.6.6,3,19,6,6,I am weary with my groaning; all the night make I my bed to swim; I water my couch with my tears.,NA,negative,negative
Ps.6.7,3,19,6,7,Mine eye is consumed because of grief; it waxeth old because of all mine enemies.,negative,NA,negative
Ps.6.8,3,19,6,8,"Depart from me, all ye workers of iniquity; for the LORD hath heard the voice of my weeping.",NA,negative,negative
Ps.21.3,3,19,21,3,For thou preventest him with the blessings of goodness: thou settest a crown of pure gold on his head.,NA,positive,positive
Ps.21.4,3,19,21,4,"He asked life of thee, and thou gavest it him, even length of days for ever and ever.",positive,NA,positive
Ps.21.5,3,19,21,5,His glory is great in thy salvation: honour and majesty hast thou laid upon him.,NA,positive,positive
Ps.23.5,3,19,23,5,Thou preparest a table before me in the presence of mine enemies: thou anointest my head with oil; my cup runneth over.,NA,positive,positive
Ps.23.6,3,19,23,6,Surely goodness and mercy shall follow me all the days of my life: and I will dwell in the house of the LORD for ever.,positive,NA,positive
Ps.32.2,3,19,32,2,"Blessed is the man unto whom the LORD imputeth not iniquity, and in whose spirit there is no guile.",NA,negative,negative
Ps.32.3,3,19,32,3,"When I kept silence, my bones waxed old through my roaring all the day long.",negative,NA,negative
Ps.32.4,3,19,32,4,For day and night thy hand was heavy upon me: my moisture is turned into the drought of summer. Selah.,NA,negative,negative
Ps.34.11,3,19,34,11,"Come, ye children, hearken unto me: I will teach you the fear of the LORD.",NA,positive,positive
Ps.34.12,3,19,34,12,"What man is he that desireth life, and loveth many days, that he may see good?",NA,positive,positive
Ps.34.13,3,19,34,13,"Keep thy tongue from evil, and thy lips from speaking guile.",NA,negative,negative
Ps.37.24,3,19,37,24,"Though he fall, he shall not be utterly cast down: for the LORD upholdeth him with his hand.",NA,negative,negative
Ps.37.25,3,19,37,25,"I have been young, and now am old; yet have I not seen the righteous forsaken, nor his seed begging bread.",neutral,NA,neutral
Ps.37.26,3,19,37,26,"He is ever merciful, and lendeth; and his seed is blessed.",NA,positive,positive
Ps.71.8,3,19,71,8,Let my mouth be filled with thy praise and with thy honour all the day.,NA,positive,positive
Ps.71.9,3,19,71,9,Cast me not off in the time of old age; forsake me not when my strength faileth.,NA,negative,negative
Ps.71.10,3,19,71,10,"For mine enemies speak against me; and they that lay wait for my soul take counsel together,",NA,negative,negative
Ps.71.17,3,19,71,17,"O God, thou hast taught me from my youth: and hitherto have I declared thy wondrous works.",NA,positive,positive
Ps.71.18,3,19,71,18,"Now also when I am old and grayheaded, O God, forsake me not; until I have shewed thy strength unto this generation, and thy power to every one that is to come.",neutral,NA,neutral
Ps.71.19,3,19,71,19,"Thy righteousness also, O God, is very high, who hast done great things: O God, who is like unto thee!",NA,positive,positive
Ps.77.4,3,19,77,4,Thou holdest mine eyes waking: I am so troubled that I cannot speak.,NA,negative,negative
Ps.77.5,3,19,77,5,"I have considered the days of old, the years of ancient times.",NA,positive,positive
Ps.77.6,3,19,77,6,I call to remembrance my song in the night: I commune with mine own heart: and my spirit made diligent search.,NA,positive,positive
Ps.90.9,3,19,90,9,For all our days are passed away in thy wrath: we spend our years as a tale that is told.,NA,negative,negative
Ps.90.10,3,19,90,10,"The days of our years are threescore years and ten; and if by reason of strength they be fourscore years, yet is their strength labour and sorrow; for it is soon cut off, and we fly away.",negative,NA,negative
Ps.90.11,3,19,90,11,"Who knoweth the power of thine anger? even according to thy fear, so is thy wrath.",NA,negative,negative
Ps.91.15,3,19,91,15,"He shall call upon me, and I will answer him: I will be with him in trouble; I will deliver him, and honour him.",NA,positive,positive
Ps.91.16,3,19,91,16,"With long life will I satisfy him, and shew him my salvation.",positive,NA,positive
Ps.92.11,3,19,92,11,"Mine eye also shall see my desire on mine enemies, and mine ears shall hear my desire of the wicked that rise up against me.",NA,negative,negative
Ps.92.12,3,19,92,12,The righteous shall flourish like the palm tree: he shall grow like a cedar in Lebanon.,NA,positive,positive
Ps.92.13,3,19,92,13,Those that be planted in the house of the LORD shall flourish in the courts of our God.,positive,NA,positive
Ps.92.14,3,19,92,14,They shall still bring forth fruit in old age; they shall be fat and flourishing;,NA,positive,positive
Ps.92.15,3,19,92,15,"To shew that the LORD is upright: he is my rock, and there is no unrighteousness in him.",NA,positive,positive
Ps.94.5,3,19,94,5,"They break in pieces thy people, O LORD, and afflict thine heritage.",NA,negative,negative
Ps.94.6,3,19,94,6,"They slay the widow and the stranger, and murder the fatherless.",negative,NA,negative
Ps.94.7,3,19,94,7,"Yet they say, The LORD shall not see, neither shall the God of Jacob regard it.",NA,negative,negative
Ps.102.25,3,19,102,25,Of old hast thou laid the foundation of the earth: and the heavens are the work of thy hands.,NA,positive,positive
Ps.102.26,3,19,102,26,"They shall perish, but thou shalt endure: yea, all of them shall wax old like a garment; as a vesture shalt thou change them, and they shall be changed:",positive,NA,positive
Ps.102.27,3,19,102,27,"But thou art the same, and thy years shall have no end.",NA,positive,positive
Ps.105.21,3,19,105,21,"He made him lord of his house, and ruler of all his substance:",NA,positive,positive
Ps.105.22,3,19,105,22,To bind his princes at his pleasure; and teach his senators wisdom.,positive,NA,positive
Ps.105.23,3,19,105,23,Israel also came into Egypt; and Jacob sojourned in the land of Ham.,NA,neutral,neutral
Ps.107.31,3,19,107,31,"Oh that men would praise the LORD for his goodness, and for his wonderful works to the children of men!",NA,positive,positive
Ps.107.32,3,19,107,32,"Let them exalt him also in the congregation of the people, and praise him in the assembly of the elders.",positive,NA,positive
Ps.107.33,3,19,107,33,"He turneth rivers into a wilderness, and the watersprings into dry ground;",NA,negative,negative
Ps.119.99,3,19,119,99,I have more understanding than all my teachers: for thy testimonies are my meditation.,NA,positive,positive
Ps.119.100,3,19,119,100,"I understand more than the ancients, because I keep thy precepts.",NA,negative,negative
Ps.119.101,3,19,119,101,"I have refrained my feet from every evil way, that I might keep thy word.",NA,negative,negative
Ps.148.11,3,19,148,11,"Kings of the earth, and all people; princes, and all judges of the earth:",NA,positive,positive
Ps.148.12,3,19,148,12,"Both young men, and maidens; old men, and children:",NA,positive,positive
Ps.148.13,3,19,148,13,Let them praise the name of the LORD: for his name alone is excellent; his glory is above the earth and heaven.,NA,positive,positive
Prov.3.1,3,20,3,1,"My son, forget not my law; but let thine heart keep my commandments:",NA,positive,positive
Prov.3.2,3,20,3,2,"For length of days, and long life, and peace, shall they add to thee.",NA,positive,positive
Prov.3.3,3,20,3,3,Let not mercy and truth forsake thee: bind them about thy neck; write them upon the table of thine heart:,NA,positive,positive
Prov.3.15,3,20,3,15,She is more precious than rubies: and all the things thou canst desire are not to be compared unto her.,NA,negative,negative
Prov.3.16,3,20,3,16,Length of days is in her right hand; and in her left hand riches and honour.,positive,NA,positive
Prov.3.17,3,20,3,17,"Her ways are ways of pleasantness, and all her paths are peace.",NA,positive,positive
Prov.4.9,3,20,4,9,She shall give to thine head an ornament of grace: a crown of glory shall she deliver to thee.,NA,positive,positive
Prov.4.10,3,20,4,10,"Hear, O my son, and receive my sayings; and the years of thy life shall be many.",positive,NA,positive
Prov.4.11,3,20,4,11,I have taught thee in the way of wisdom; I have led thee in right paths.,NA,positive,positive
Prov.9.10,3,20,9,10,The fear of the LORD is the beginning of wisdom: and the knowledge of the holy is understanding.,NA,positive,positive
Prov.9.11,3,20,9,11,"For by me thy days shall be multiplied, and the years of thy life shall be increased.",positive,NA,positive
Prov.9.12,3,20,9,12,"If thou be wise, thou shalt be wise for thyself: but if thou scornest, thou alone shalt bear it.",NA,negative,negative
Prov.10.26,3,20,10,26,"As vinegar to the teeth, and as smoke to the eyes, so is the sluggard to them that send him.",NA,negative,negative
Prov.10.27,3,20,10,27,The fear of the LORD prolongeth days: but the years of the wicked shall be shortened.,positive,NA,positive
Prov.10.28,3,20,10,28,The hope of the righteous shall be gladness: but the expectation of the wicked shall perish.,NA,negative,negative
Prov.16.30,3,20,16,30,He shutteth his eyes to devise froward things: moving his lips he bringeth evil to pass.,NA,negative,negative
Prov.16.31,3,20,16,31,"The hoary head is a crown of glory, if it be found in the way of righteousness.",positive,NA,positive
Prov.16.32,3,20,16,32,He that is slow to anger is better than the mighty; and he that ruleth his spirit than he that taketh a city.,NA,negative,negative
Prov.17.5,3,20,17,5,Whoso mocketh the poor reproacheth his Maker: and he that is glad at calamities shall not be unpunished.,NA,negative,negative
Prov.17.6,3,20,17,6,Children’s children are the crown of old men; and the glory of children are their fathers.,positive,NA,positive
Prov.17.7,3,20,17,7,Excellent speech becometh not a fool: much less do lying lips a prince.,NA,negative,negative
Prov.19.25,3,20,19,25,"Smite a scorner, and the simple will beware: and reprove one that hath understanding, and he will understand knowledge.",NA,negative,negative
Prov.19.26,3,20,19,26,"He that wasteth his father, and chaseth away his mother, is a son that causeth shame, and bringeth reproach.",negative,NA,negative
Prov.19.27,3,20,19,27,"Cease, my son, to hear the instruction that causeth to err from the words of knowledge.",NA,negative,negative
Prov.20.28,3,20,20,28,Mercy and truth preserve the king: and his throne is upholden by mercy.,NA,positive,positive
Prov.20.29,3,20,20,29,The glory of young men is their strength: and the beauty of old men is the gray head.,positive,NA,positive
Prov.20.30,3,20,20,30,The blueness of a wound cleanseth away evil: so do stripes the inward parts of the belly.,NA,negative,negative
Prov.22.5,3,20,22,5,Thorns and snares are in the way of the froward: he that doth keep his soul shall be far from them.,NA,negative,negative
Prov.22.6,3,20,22,6,"Train up a child in the way he should go: and when he is old, he will not depart from it.",NA,positive,positive
Prov.22.7,3,20,22,7,"The rich ruleth over the poor, and the borrower is servant to the lender.",NA,positive,positive
Prov.23.21,3,20,23,21,For the drunkard and the glutton shall come to poverty: and drowsiness shall clothe a man with rags.,NA,negative,negative
Prov.23.22,3,20,23,22,"Hearken unto thy father that begat thee, and despise not thy mother when she is old.",positive,NA,positive
Prov.23.23,3,20,23,23,"Buy the truth, and sell it not; also wisdom, and instruction, and understanding.",NA,positive,positive
Prov.28.23,3,20,28,23,He that rebuketh a man afterwards shall find more favour than he that flattereth with the tongue.,NA,negative,negative
Prov.28.24,3,20,28,24,"Whoso robbeth his father or his mother, and saith, It is no transgression; the same is the companion of a destroyer.",negative,NA,negative
